gene_id	gene_name	length	Caco2_polyA-S2-24h-A	Caco2_polyA-S2-24h-B	RPKM_1	RPKM_2	Expr
ENSG00000085832.17	EPS15	7378	403	306	5.518436549	5.420196832	5.469316691
ENSG00000085840.13	ORC1	3121	488	401	15.79703977	16.79124453	16.29414215
ENSG00000085871.9	MGST2	3172	121	103	3.853912497	4.243618446	4.048765472
ENSG00000085872.15	CHERP	6015	1656.5	1345	27.8230968	29.22260549	28.52285115
ENSG00000085978.22	ATG16L1	6047	485	387	8.103104284	8.363793061	8.233448672
ENSG00000085982.13	USP40	9352	901	750	9.733520569	10.48067002	10.1070953
ENSG00000085998.14	POMGNT1	6189	498	381	8.129400469	8.045198712	8.087299591
ENSG00000085999.12	RAD54L	3196	545	479	17.22817957	19.58668889	18.40743423
ENSG00000086015.21	MAST2	7876	1088	861	13.95638194	14.28662767	14.1215048
ENSG00000086061.16	DNAJA1	2668	5595	4305	211.867296	210.8723379	211.3698169
ENSG00000086062.12	B4GALT1	4901	981	893	20.22245897	23.81217353	22.01731625
ENSG00000086065.14	CHMP5	2391	604	410	25.52154846	22.40972685	23.96563766
ENSG00000086102.19	NFX1	7146	544	421	7.691048428	7.699302204	7.695175316
ENSG00000086159.13	AQP6	5129	0	0	0	0	0
ENSG00000086189.10	DIMT1	6161	462	368	7.576008006	7.806006208	7.691007107
ENSG00000086200.16	IPO11	7540	659	517	8.83006147	8.960896881	8.895479176
ENSG00000086205.18	FOLH1	5335	1	0	0.018937177	0	0.009468588
ENSG00000086232.13	EIF2AK1	5492	2381	1783	43.80044522	42.42805245	43.11424883
ENSG00000086288.11	NME8	2439	0	0	0	0	0
ENSG00000086289.12	EPDR1	2780	80	78	2.907333478	3.666756658	3.287045068
ENSG00000086300.15	SNX10	3518	17	19	0.488205586	0.705813642	0.597009614
ENSG00000086475.15	SEPHS1	3884	864	682	22.47419679	22.94760871	22.71090275
ENSG00000086504.16	MRPL28	3042	1197.5	969.5	39.77095051	41.65056395	40.71075723
ENSG00000086506.3	HBQ1	528	39	22	7.462431243	5.445290336	6.453860789
ENSG00000086544.3	ITPKC	3376	526	346	15.74102339	13.3938658	14.5674446
ENSG00000086548.9	CEACAM6	2956	557	480	19.03708389	21.22115855	20.12912122
ENSG00000086570.12	FAT2	14537	8	7	0.055598728	0.062929681	0.059264205
ENSG00000086589.12	RBM22	3587	1112	881	31.32009486	32.09791437	31.70900462
ENSG00000086598.11	TMED2	3833	2841	2251	74.88279958	76.74833423	75.8155669
ENSG00000086619.13	ERO1B	5361	9	8	0.169608011	0.195018792	0.182313401
ENSG00000086666.19	ZFAND6	5153	474	329	9.293255072	8.343879777	8.818567424
ENSG00000086696.11	HSD17B2	9529	14	10	0.148432966	0.137146572	0.142789769
ENSG00000086712.13	TXLNG	4455	695	558	15.76110834	16.36887277	16.06499055
ENSG00000086717.18	PPEF1	3513	2	0	0.057517699	0	0.02875885
ENSG00000086730.17	LAT2	4545	8	8	0.177830299	0.230032067	0.203931183
ENSG00000086758.16	HUWE1	17379	3898	3263.5	22.66035502	24.54093563	23.60064532
ENSG00000086827.9	ZW10	2916	771	610	26.71262187	27.33849469	27.02555828
ENSG00000086848.15	ALG9	8070	190.5	159.5	2.384905106	2.582970434	2.48393777
ENSG00000086967.10	MYBPC2	3719	0	0	0	0	0
ENSG00000086991.13	NOX4	6099	1	0	0.016564984	0	0.008282492
ENSG00000087008.16	ACOX3	3846	172	138	4.518235101	4.689235983	4.603735542
ENSG00000087053.18	MTMR2	6119	1022	763	16.87407988	16.29582556	16.58495272
ENSG00000087074.8	PPP1R15A	3065	1896	1451	62.49676135	61.86844719	62.18260427
ENSG00000087076.9	HSD17B14	1112	36	24	3.270750163	2.820582044	3.045666104
ENSG00000087077.14	TRIP6	2553	732	507.5	28.96742722	25.97870595	27.47306658
ENSG00000087085.15	ACHE	4074	40	19	0.991947358	0.609487578	0.800717468
ENSG00000087086.15	FTL	871	15705	12813	1821.6689	1922.493825	1872.081362
ENSG00000087087.20	SRRT	4858	3341	2387	69.48141004	64.21362552	66.84751778
ENSG00000087088.20	BAX	2587	618	418	24.13468887	21.11602344	22.62535616
ENSG00000087095.13	NLK	4769	457	360	9.681408289	9.865235584	9.773321937
ENSG00000087111.21	PIGS	5903	445	398	7.6161745	8.811352412	8.213763456
ENSG00000087116.16	ADAMTS2	8755	0	0	0	0	0
ENSG00000087128.10	TMPRSS11E	2124	1	1	0.047565837	0.061528704	0.054547271
ENSG00000087152.15	ATXN7L3	5301	931	639	17.74359168	15.75343758	16.74851463
ENSG00000087157.19	PGS1	5058	284	217	5.672691596	5.606775814	5.639733705
ENSG00000087191.13	PSMC5	4279	2215	1682	52.29752091	51.37075959	51.83414025
ENSG00000087206.17	UIMC1	4767	701	536	14.85670583	14.69440211	14.77555397
ENSG00000087237.12	CETP	3391	0	0	0	0	0
ENSG00000087245.13	MMP2	4706	1	0	0.021468304	0	0.010734152
ENSG00000087250.8	MT3	1837	0	0	0	0	0
ENSG00000087253.13	LPCAT2	7361	115	89.5	1.578376771	1.588980253	1.583678512
ENSG00000087258.15	GNAO1	13542	10	4	0.074604813	0.03860197	0.056603392
ENSG00000087263.16	OGFOD1	5806	903	735	15.71304582	16.5440788	16.12856231
ENSG00000087266.16	SH3BP2	13918	401	357	2.910832389	3.352151717	3.131492053
ENSG00000087269.16	NOP14	3559	2604	1936	73.92011776	71.09018549	72.50515162
ENSG00000087274.17	ADD1	13227	3171	2491	24.22058044	24.61187249	24.41622646
ENSG00000087299.12	L2HGDH	6560	358	269	5.513518618	5.358962562	5.43624059
ENSG00000087301.9	TXNDC16	4733	93	54	1.985162681	1.491040836	1.738101758
ENSG00000087302.9	RTRAF	8287	1331	966	16.22670627	15.23393401	15.73032014
ENSG00000087303.18	NID2	6392	0	1	0	0.020445396	0.010222698
ENSG00000087338.5	GMCL1	4892	319	246	6.588004587	6.571748598	6.579876592
ENSG00000087365.15	SF3B2	9795	3522	2796	36.32742121	37.30482519	36.8161232
ENSG00000087448.11	KLHL42	7594	466	335	6.199618735	5.765095378	5.982357057
ENSG00000087460.24	GNAS	13320	7482	5969	56.74964344	58.56385228	57.65674786
ENSG00000087470.17	DNM1L	7282	1506	1196	20.89411378	21.46410516	21.17910947
ENSG00000087494.15	PTHLH	3377	2	4	0.059834077	0.154796527	0.107315302
ENSG00000087495.17	PHACTR3	6103	19	15	0.314528417	0.321203428	0.317865922
ENSG00000087502.18	ERGIC2	5826	923	678	16.00592873	15.20867908	15.60730391
ENSG00000087510.7	TFAP2C	3001	14	8	0.471315474	0.348382454	0.409848964
ENSG00000087586.17	AURKA	2928	3224	2488	111.2432373	111.048216	111.1457267
ENSG00000087589.16	CASS4	5069	11	10	0.219240131	0.257816074	0.238528102
ENSG00000087842.11	PIR	2512	149	130	5.99261382	6.763258697	6.377936259
ENSG00000087884.14	AAMDC	1943	247	184	12.84321671	12.37591463	12.60956567
ENSG00000087903.13	RFX2	9094	67	45	0.744336834	0.64668062	0.695508727
ENSG00000087995.15	METTL2A	3843	249	168	6.546039488	5.7130915	6.129565494
ENSG00000088002.11	SULT2B1	2822	1	1	0.035800793	0.046310052	0.041055423
ENSG00000088035.17	ALG6	5496	278	214	5.110315696	5.088611929	5.099463813
ENSG00000088038.19	CNOT3	6821	984	734	14.5746021	14.063075	14.31883855
ENSG00000088053.11	GP6	2703	0	0	0	0	0
ENSG00000088179.9	PTPN4	13276	338	270	2.572166719	2.657839814	2.615003267
ENSG00000088205.13	DDX18	7808	3543	2751	45.84384187	46.04506264	45.94445226
ENSG00000088247.17	KHSRP	4563	5999.5	4446.5	132.8355282	127.3503404	130.0929343
ENSG00000088256.9	GNA11	6285	1004	717	16.13905453	14.90891903	15.52398678
ENSG00000088280.19	ASAP3	4988	14	11	0.283564101	0.288203017	0.285883559
ENSG00000088298.13	EDEM2	1884	473	380	25.36470995	26.35936723	25.86203859
ENSG00000088305.18	DNMT3B	4630	314	250	6.851699621	7.056531753	6.954115687
ENSG00000088320.4	REM1	1660	0	0	0	0	0
ENSG00000088325.16	TPX2	3605	5082	3943	142.4226459	142.9400042	142.681325
ENSG00000088340.16	FER1L4	9602	1	2	0.010521749	0.027220781	0.018871265
ENSG00000088356.6	PDRG1	1957	815	566	42.07425563	37.7970485	39.93565207
ENSG00000088367.22	EPB41L1	9676	745	551	7.778754607	7.441971827	7.610363217
ENSG00000088386.17	SLC15A1	4210	149	110	3.57564036	3.414623868	3.495132114
ENSG00000088387.19	DOCK9	14816	626	504	4.268674326	4.445615004	4.357144665
ENSG00000088448.14	ANKRD10	4563	476	392	10.5391635	11.22710749	10.8831355
ENSG00000088451.11	TGDS	2571	256	221	10.05975831	11.23369115	10.64672473
ENSG00000088538.13	DOCK3	9069	9.5	8	0.105831234	0.115282362	0.110556798
ENSG00000088543.15	C3orf18	3244	4	3	0.1245744	0.120857245	0.122715823
ENSG00000088682.14	COQ9	4319	499.5	390.5	11.68427976	11.81599005	11.7501349
ENSG00000088726.16	TMEM40	3297	8	6	0.245143678	0.237828877	0.241486278
ENSG00000088727.12	KIF9	5850	80	74	1.381604627	1.653134297	1.517369462
ENSG00000088756.12	ARHGAP28	11910	1656	1359	14.04747375	14.91214018	14.47980697
ENSG00000088766.11	CRLS1	5370	504.5	424	9.491536956	10.31867308	9.90510502
ENSG00000088808.17	PPP1R13B	9588	96	75	1.011562837	1.022269775	1.016916306
ENSG00000088812.18	ATRN	8771	625	474	7.199139092	7.062549636	7.130844364
ENSG00000088826.18	SMOX	2946	720	555	24.69161019	24.62025366	24.65593192
ENSG00000088827.12	SIGLEC1	7886	1	0	0.012811291	0	0.006405645
ENSG00000088832.17	FKBP1A	2577	2182.17	1722.33	85.55074986	87.34423193	86.4474909
ENSG00000088833.17	NSFL1C	6531	1075	832	16.62947117	16.64853122	16.6390012
ENSG00000088836.13	SLC4A11	4346	15	17	0.348699396	0.511200749	0.429950073
ENSG00000088854.12	C20orf194	8541	7	6	0.082801647	0.091806792	0.087304219
ENSG00000088876.11	ZNF343	4643	127.5	101.5	2.774349427	2.856930273	2.81563985
ENSG00000088881.20	EBF4	3717	42	39	1.141580094	1.371211126	1.25639561
ENSG00000088882.8	CPXM1	2376	0	0	0	0	0
ENSG00000088888.18	MAVS	11771	1754	1474	15.05448445	16.36501494	15.7097497
ENSG00000088899.15	LZTS3	5395	347	205	6.498119353	4.965862549	5.731990951
ENSG00000088926.13	F11	3364	0	0	0	0	0
ENSG00000088930.8	XRN2	3408	1742	1317	51.64142559	50.50315051	51.07228805
ENSG00000088970.16	KIZ	5207	97	86	1.882061517	2.158455781	2.020258649
ENSG00000088986.11	DYNLL1	2931	2358	1814	81.27886689	80.88234734	81.08060712
ENSG00000088992.18	TESC	1926	15	11	0.786836747	0.746394937	0.766615842
ENSG00000089006.16	SNX5	7953	2184.5	1767.5	27.75049439	29.04428719	28.39739079
ENSG00000089009.15	RPL6	4447	4885	3651	110.9806072	107.2943828	109.137495
ENSG00000089012.14	SIRPG	2242	0	0.5	0	0.029145176	0.014572588
ENSG00000089022.14	MAPKAPK5	13740	611	489	4.492666029	4.651086418	4.571876223
ENSG00000089041.17	P2RX7	5546	0	0	0	0	0
ENSG00000089048.14	ESF1	3216	930	684	29.21571818	27.79536261	28.5055404
ENSG00000089050.16	RBBP9	3843	312	264	8.202266346	8.977715214	8.58999078
ENSG00000089053.13	ANAPC5	12259	942	813	7.763284749	8.666979772	8.215132261
ENSG00000089057.15	SLC23A2	7526	327	293	4.389683384	5.087866282	4.738774833
ENSG00000089060.11	SLC8B1	6768	111	75	1.656961002	1.448215515	1.552588258
ENSG00000089063.15	TMEM230	3051	825	636	27.31878618	27.24251448	27.28065033
ENSG00000089091.16	DZANK1	6619	43	40	0.656335255	0.789768654	0.723051954
ENSG00000089094.19	KDM2B	13632	548	444.5	4.06135207	4.261323159	4.161337615
ENSG00000089101.18	CFAP61	7318	4	0	0.05522265	0	0.027611325
ENSG00000089116.4	LHX5	3063	3	0	0.09895185	0	0.049475925
ENSG00000089123.16	TASP1	2897	162	147	5.649580191	6.631337351	6.140458771
ENSG00000089127.13	OAS1	4941	77	78	1.574437878	2.063060819	1.818749349
ENSG00000089154.11	GCN1	9660	3361	2717	35.15127192	36.75740085	35.95433638
ENSG00000089157.16	RPLP0	3988	12575	9916	318.5682591	324.9478373	321.7580482
ENSG00000089159.16	PXN	7460	1742	1414	23.59168612	24.77096151	24.18132381
ENSG00000089163.4	SIRT4	1222	2	4	0.165351618	0.427780583	0.2965661
ENSG00000089169.15	RPH3A	10276	1	0	0.009831631	0	0.004915815
ENSG00000089177.18	KIF16B	7721	217	165	2.839460552	2.792818253	2.816139403
ENSG00000089195.15	TRMT6	3783	743	566	19.84276233	19.55295372	19.69785803
ENSG00000089199.10	CHGB	4447	34	22	0.772434114	0.646528738	0.709481426
ENSG00000089220.5	PEBP1	1514	626	522	41.77323568	45.05851871	43.41587719
ENSG00000089225.19	TBX5	4363	0	0	0	0	0
ENSG00000089234.16	BRAP	4656	359	301	7.789886592	8.448620572	8.119253582
ENSG00000089248.7	ERP29	3049	1117	826	37.01224318	35.40420978	36.20822648
ENSG00000089250.19	NOS1	13113	0	0	0	0	0
ENSG00000089280.18	FUS	10283	5263	3442	51.70864916	43.74448547	47.72656731
ENSG00000089289.16	IGBP1	1864	465	394	25.20325903	27.62374754	26.41350329
ENSG00000089327.14	FXYD5	2993	47	42	1.586502641	1.833896645	1.710199643
ENSG00000089335.21	ZNF302	5032	412.5	320	8.281957139	8.310776983	8.296367061
ENSG00000089351.14	GRAMD1A	5942	613.5	450	10.43113528	9.897195494	10.16416539
ENSG00000089356.18	FXYD3	3334	4.5	1	0.136363009	0.039198251	0.08778063
ENSG00000089472.16	HEPH	7113	481	374	6.831906685	6.871492486	6.851699586
ENSG00000089486.17	CDIP1	4274	410	347	9.691678458	10.61028964	10.15098405
ENSG00000089505.17	CMTM1	1465	19	13	1.310284593	1.15967958	1.234982087
ENSG00000089558.9	KCNH4	3788	0	0	0	0	0
ENSG00000089597.18	GANAB	5030	4489.25	3536	90.1686286	91.87060021	91.01961441
ENSG00000089639.11	GMIP	3730	143	114	3.8732619	3.994186155	3.933724027
ENSG00000089682.16	RBM41	6101	251	225	4.15644803	4.81963085	4.48803944
ENSG00000089685.15	BIRC5	3815	1272	993	33.68544021	34.01629339	33.8508668
ENSG00000089692.9	LAG3	3056	3	1	0.099178506	0.04276406	0.070971283
ENSG00000089693.10	MLF2	3781	2834	2205	75.72561807	76.21390229	75.96976018
ENSG00000089723.10	OTUB2	4241	12	9	0.285866084	0.277336174	0.281601129
ENSG00000089737.17	DDX24	8607	1794	1318	21.05815383	20.01224862	20.53520123
ENSG00000089775.11	ZBTB25	12229	138	112	1.140086491	1.196904115	1.168495303
ENSG00000089818.18	NECAP1	8785	484	416	5.56612883	6.188477941	5.877303385
ENSG00000089820.15	ARHGAP4	5580	240.5	180.5	4.354422245	4.227418949	4.290920597
ENSG00000089847.12	ANKRD24	4474	4	1	0.090326185	0.029210319	0.059768252
ENSG00000089876.11	DHX32	3948	404	278	10.33841304	9.202375157	9.770394101
ENSG00000089902.10	RCOR1	6199	495	430	8.067393126	9.065235726	8.566314426
ENSG00000089916.17	GPATCH2L	21987	360	316	1.654193015	1.878249962	1.766221488
ENSG00000090006.17	LTBP4	8108	21	17	0.26167077	0.274010663	0.267840717
ENSG00000090013.10	BLVRB	1689	168	107	10.04914911	8.279162571	9.16415584
ENSG00000090020.11	SLC9A1	6195	321	242	5.234960148	5.105124499	5.170042323
ENSG00000090054.15	SPTLC1	6513	826	596	12.81293513	11.95907154	12.38600334
ENSG00000090060.17	PAPOLA	12766	3687	2928	29.1788355	29.97426308	29.57654929
ENSG00000090061.17	CCNK	8220	810	703	9.955495021	11.17675651	10.56612577
ENSG00000090097.21	PCBP4	3738	221.67	149.83	5.991247798	5.23831686	5.614782329
ENSG00000090238.11	YPEL3	3181	8	5	0.254083215	0.205418057	0.229750636
ENSG00000090263.16	MRPS33	5245	421	350	8.109354042	8.720770032	8.415062037
ENSG00000090266.13	NDUFB2	4447	590.5	423.5	13.41536307	12.4456782	12.93052063
ENSG00000090273.14	NUDC	2848	2948	1988	104.5772344	91.22390888	97.90057163
ENSG00000090316.16	MAEA	9821	1579	1194	16.24336776	15.88842683	16.06589729
ENSG00000090339.9	ICAM1	3448	296	237	8.673095173	8.982833941	8.827964557
ENSG00000090372.15	STRN4	7637	1169	965	15.4646957	16.51341157	15.98905364
ENSG00000090376.10	IRAK3	10004	0	1	0	0.013063471	0.006531736
ENSG00000090382.6	LYZ	1764	29	30	1.660921379	2.222567484	1.941744431
ENSG00000090402.8	SI	6139	50	40	0.822852569	0.851519583	0.837186076
ENSG00000090432.7	MUL1	2428	227	194	9.445540901	10.44203946	9.943790179
ENSG00000090447.12	TFAP4	7867	290	236	3.724247251	3.920442921	3.822345086
ENSG00000090470.15	PDCD7	3235	484	346	15.11543795	13.9776479	14.54654292
ENSG00000090487.11	SPG21	3983	817	654	20.72341902	21.45851798	21.0909685
ENSG00000090512.11	FETUB	2024	0	0	0	0	0
ENSG00000090520.11	DNAJB11	5731	1139.5	842	20.08785566	19.2005631	19.64420938
ENSG00000090530.10	P3H2	5573	142	97	2.574239556	2.274652055	2.424445806
ENSG00000090534.19	THPO	2705	2	2	0.074698587	0.096626224	0.085662405
ENSG00000090539.15	CHRD	6620	8	6	0.122090439	0.118447403	0.120268921
ENSG00000090554.13	FLT3LG	2846	2.5	0	0.088747223	0	0.044373611
ENSG00000090565.16	RAB11FIP3	6287	519	391	8.340144124	8.127660969	8.233902547
ENSG00000090581.10	GNPTG	4094	201	197	4.96018503	6.2885522	5.624368615
ENSG00000090612.21	ZNF268	14095	165	128.5	1.182683457	1.191434934	1.187059196
ENSG00000090615.15	GOLGA3	10615	1002	770.5	9.536683753	9.486039462	9.511361608
ENSG00000090621.14	PABPC4	6782	4158	3304	61.94073546	63.66702189	62.80387868
ENSG00000090659.18	CD209	4414	0	0	0	0	0
ENSG00000090661.12	CERS4	4059	138	118	3.434865162	3.79922696	3.617046061
ENSG00000090674.16	MCOLN1	3958	108.5	67	2.769514265	2.212235184	2.490874725
ENSG00000090686.15	USP48	9497	478	351	5.085001868	4.83006484	4.957533354
ENSG00000090776.6	EFNB1	3303	111	64	3.395189845	2.532233108	2.963711477
ENSG00000090857.13	PDPR	10385	983	827	9.563055475	10.40713747	9.985096471
ENSG00000090861.15	AARS	4498	1920	1485	43.12523114	43.1458754	43.13555327
ENSG00000090863.11	GLG1	14111	1941	1537	13.89688302	14.23470129	14.06579215
ENSG00000090889.12	KIF4A	4573	1319	1073	29.14024859	30.66414099	29.90219479
ENSG00000090905.19	TNRC6A	12968	994	781	7.743958924	7.870644822	7.807301873
ENSG00000090924.15	PLEKHG2	9116	424	348	4.699062249	4.988927697	4.843994973
ENSG00000090932.10	DLL3	2618	18	14	0.694628377	0.698860792	0.696744584
ENSG00000090971.5	NAT14	1979	146	76	7.453439313	5.018802209	6.236120761
ENSG00000090975.12	PITPNM2	9161	233	228	2.56958327	3.252551983	2.911067627
ENSG00000090989.18	EXOC1	5367	324	270	6.099062349	6.574526062	6.336794206
ENSG00000091009.8	RBM27	6664	1040	812	15.76696157	15.92404233	15.84550195
ENSG00000091010.6	POU4F3	2575	0	2	0	0.101504441	0.050752221
ENSG00000091039.17	OSBPL8	9198	900	776	9.885502775	11.02555851	10.45553064
ENSG00000091073.19	DTX2	5042	140	112	2.805271196	2.90300286	2.854137028
ENSG00000091106.19	NLRC4	3788	0	2	0	0.069000511	0.034500256
ENSG00000091127.14	PUS7	4433	728	556	16.59141041	16.39114691	16.49127866
ENSG00000091128.13	LAMB4	7021	12	6	0.172675981	0.111682354	0.142179167
ENSG00000091129.20	NRCAM	8193	1346	1095	16.59784724	17.46640181	17.03212452
ENSG00000091136.14	LAMB1	8072	7086	5854	88.68897852	94.77719413	91.73308633
ENSG00000091137.12	SLC26A4	5800	2	1	0.034837875	0.022532236	0.028685056
ENSG00000091138.12	SLC26A3	3382	7	8	0.20910966	0.309135347	0.259122503
ENSG00000091140.14	DLD	5102	1789	1427	35.42579005	36.55239189	35.98909097
ENSG00000091157.13	WDR7	15694	115	107.5	0.7403104	0.895173255	0.817741827
ENSG00000091164.13	TXNL1	11297	926	697	8.2812809	8.063097879	8.172189389
ENSG00000091181.19	IL5RA	6600	3	0	0.045922654	0	0.022961327
ENSG00000091262.15	ABCC6	7569	121	86	1.615089238	1.484882977	1.549986107
ENSG00000091317.8	CMTM6	3857	1133	870	29.67767873	29.47826347	29.5779711
ENSG00000091409.15	ITGA6	6710	1301	1043	19.58864675	20.31393557	19.95129116
ENSG00000091428.18	RAPGEF4	7125	1	1	0.014179626	0.018342031	0.016260829
ENSG00000091436.17	MAP3K20	13804	1346	1041	9.851214317	9.855486363	9.85335034
ENSG00000091482.7	SMPX	1330	1	0	0.075962284	0	0.037981142
ENSG00000091483.6	FH	2142	1475	1120	69.57003342	68.33305519	68.95154431
ENSG00000091490.11	SEL1L3	7483	700	561	9.450873561	9.797593088	9.624233324
ENSG00000091513.16	TF	26038	191	128.5	0.741097593	0.644952585	0.693025089
ENSG00000091527.15	CDV3	4367	3310	2474	76.5763144	74.03699541	75.30665491
ENSG00000091536.18	MYO15A	20004	0	0	0	0	0
ENSG00000091542.9	ALKBH5	3601	1026	791	28.78550796	28.70685691	28.74618243
ENSG00000091583.11	APOH	1332	113	106	8.570849651	10.40001397	9.485431813
ENSG00000091592.16	NLRP1	11682	5	0.5	0.04324167	0.005593519	0.024417594
ENSG00000091622.16	PITPNM3	10671	5	14.5	0.047338505	0.177580455	0.11245948
ENSG00000091640.8	SPAG7	2776	188	136	6.842078391	6.402531576	6.622304983
ENSG00000091651.9	ORC6	4309	470	374	11.01973173	11.34298586	11.18135879
ENSG00000091656.17	ZFHX4	15875	7	7	0.04454859	0.05762575	0.05108717
ENSG00000091704.10	CPA1	2837	0	0	0	0	0
ENSG00000091732.16	ZC3HC1	3011	320	252	10.73714655	10.93760078	10.83737367
ENSG00000091831.23	ESR1	13854	0	0	0	0	0
ENSG00000091844.8	RGS17	7932	0	0	0	0	0
ENSG00000091879.13	ANGPT2	6775	13	10	0.193857992	0.192895894	0.193376943
ENSG00000091947.10	TMEM101	3029	211	193	7.037733871	8.32703362	7.682383745
ENSG00000091972.18	CD200	2991	1	0	0.033777947	0	0.016888973
ENSG00000091986.15	CCDC80	13071	41	48	0.316901796	0.479915421	0.398408608
ENSG00000092009.10	CMA1	937	0	0	0	0	0
ENSG00000092010.15	PSME1	1776	375	299	21.33231384	22.00191636	21.6671151
ENSG00000092020.10	PPP2R3C	3863	238	189	6.224463249	6.3939521	6.309207675
ENSG00000092036.18	HAUS4	2539	249	179	9.908006992	9.213456984	9.560731988
ENSG00000092051.17	JPH4	5297	2	1	0.038146059	0.024671884	0.031408972
ENSG00000092054.13	MYH7	6027	0	0	0	0	0
ENSG00000092067.5	CEBPE	1554	0	0	0	0	0
ENSG00000092068.20	SLC7A8	5991	56	36	0.944361701	0.785299758	0.864830729
ENSG00000092094.11	OSGEP	5031	370	283	7.430141164	7.351304305	7.390722734
ENSG00000092096.16	SLC22A17	4278	3	0	0.070848414	0	0.035424207
ENSG00000092098.17	RNF31	5056	214	164.5	4.276183823	4.251979083	4.264081453
ENSG00000092108.20	SCFD1	6571	801	611	12.31546196	12.15183952	12.23365074
ENSG00000092140.16	G2E3	9319	454	418	4.921938686	5.861911433	5.39192506
ENSG00000092148.13	HECTD1	12557	2000	1550	16.09139737	16.13162383	16.1115106
ENSG00000092199.17	HNRNPC	7309	5054	3983	69.859735	71.21715608	70.53844554
ENSG00000092200.12	RPGRIP1	5470	1	0	0.018469806	0	0.009234903
ENSG00000092201.10	SUPT16H	6900	3781	3054	55.36142302	57.84318847	56.60230575
ENSG00000092203.14	TOX4	7091	727	518	10.35801615	9.54672817	9.952372158
ENSG00000092208.17	GEMIN2	2757	151	100	5.533371633	4.740187452	5.136779543
ENSG00000092295.12	TGM1	3735	10	7	0.270494882	0.244928722	0.257711802
ENSG00000092330.17	TINF2	2712	198	147	7.37607227	7.083696277	7.229884274
ENSG00000092345.13	DAZL	3631	0	0	0	0	0
ENSG00000092421.16	SEMA6A	10956	183	134	1.687519206	1.598398478	1.642958842
ENSG00000092439.15	TRPM7	12380	1072	899	8.748302643	9.490111816	9.11920723
ENSG00000092445.12	TYRO3	10770	1592	1170	14.93402996	14.19719152	14.56561074
ENSG00000092470.12	WDR76	4054	483	376	12.03685543	12.12094228	12.07889886
ENSG00000092529.24	CAPN3	4995	0	0	0	0	0
ENSG00000092531.10	SNAP23	5852	878	715	15.15792859	15.96739271	15.56266065
ENSG00000092607.15	TBX15	4344	5	2	0.116286646	0.060168954	0.0882278
ENSG00000092621.12	PHGDH	9217	929	725	10.18300096	10.27970618	10.23135357
ENSG00000092758.17	COL9A3	4841	10	3	0.208696216	0.080987586	0.144841901
ENSG00000092820.18	EZR	3298	7171	5030	219.6740361	199.3194207	209.4967284
ENSG00000092841.18	MYL6	4609	3724.5	2749.5	81.64149121	77.96134057	79.80141589
ENSG00000092847.12	AGO1	13890	802	620	5.833400314	5.833399582	5.833399948
ENSG00000092850.12	TEKT2	1959	1	0	0.051572148	0	0.025786074
ENSG00000092853.14	CLSPN	9591	976	738	10.28100534	10.05598816	10.16849675
ENSG00000092871.16	RFFL	8512	223.5	185.5	2.652745403	2.848030143	2.750387773
ENSG00000092929.11	UNC13D	7752	202	147	2.632614467	2.47819715	2.555405808
ENSG00000092931.11	MFSD11	6587	226.5	153	3.474003095	3.035540627	3.254771861
ENSG00000092964.18	DPYSL2	7296	494	445	6.840561972	7.970901972	7.405731972
ENSG00000092969.12	TGFB2	6050	186.5	131.5	3.114390885	2.840551454	2.97747117
ENSG00000092978.11	GPATCH2	8841	327	255	3.736767011	3.769389985	3.753078498
ENSG00000093000.19	NUP50	8236	1802	1408	22.10487721	22.34182261	22.22334991
ENSG00000093009.9	CDC45	2846	639	466	22.68379013	21.39849863	22.04114438
ENSG00000093010.13	COMT	5195	822	646.5	15.985857	16.26354665	16.12470183
ENSG00000093072.17	ADA2	8704	0	1	0	0.015014587	0.007507294
ENSG00000093100.13	AC016026.1	4328	200.5	156.5	4.680333316	4.725626271	4.702979794
ENSG00000093134.14	VNN3	3846	0	0	0	0	0
ENSG00000093144.19	ECHDC1	5676	837	622	14.89816327	14.32122871	14.60969599
ENSG00000093167.18	LRRFIP2	10674	429	406	4.060502216	4.970855259	4.515678738
ENSG00000093183.14	SEC22C	8159	393	285	4.866371673	4.564993982	4.715682827
ENSG00000093217.10	XYLB	6318	249	185	3.98170778	3.826699761	3.90420377
ENSG00000094631.19	HDAC6	10602	492	375	4.68842487	4.622487552	4.655456211
ENSG00000094661.3	OR1I1	6057	0	1	0	0.021576188	0.010788094
ENSG00000094755.17	GABRP	4621	2	1	0.043726396	0.028281101	0.036003749
ENSG00000094796.5	KRT31	1615	0	0	0	0	0
ENSG00000094804.11	CDC6	5311	1049	795	19.95486734	19.56244391	19.75865562
ENSG00000094841.14	UPRT	3689	121	101	3.313800608	3.578038432	3.44591952
ENSG00000094880.11	CDC23	4616	1004	822	21.97442758	23.27224604	22.62333681
ENSG00000094914.13	AAAS	4122	623	483	15.26967232	15.31339291	15.29153261
ENSG00000094916.16	CBX5	15038	1652.5	1384	11.10199547	12.02758105	11.56478826
ENSG00000094963.14	FMO2	6201	0	0	0	0	0
ENSG00000094975.14	SUCO	7894	1222	1002	15.6395316	16.58833823	16.11393492
ENSG00000095002.14	MSH2	13777	1470	1119	10.77984049	10.61469966	10.69727008
ENSG00000095015.6	MAP3K1	7741	1069	791	13.95180173	13.35401004	13.65290589
