gene_id	gene_name	length	SARSCOV2_1	SARSCOV2_2	SARSCOV2_3	RPKM_1	RPKM_2	RPKM_3	Expr
ENSCSAG00000013698	THSD4	228868	28	42	38	0.021158314	0.030692956	0.025375145	0.025742138
ENSCSAG00000012860	PLEKHH2	120249	2005	1771	2268	2.8836397	2.463267547	2.882515032	2.743140759
ENSCSAG00000001483	ARHGAP29	60569	6906	6376	8097	19.71897166	17.60647451	20.43072319	19.25205645
ENSCSAG00000002040	CTU1	6815	86	64	82	2.182431812	1.570683246	1.838899506	1.864004854
ENSCSAG00000002274	RPUSD4	8643	53	57	63	1.060521431	1.10302369	1.114002179	1.092515767
ENSCSAG00000011447	ELP1	67128	501	513	542	1.29074993	1.27816863	1.233972787	1.267630449
ENSCSAG00000006418	SDHAF2	18464	184	206	243	1.723455697	1.866018419	2.011363135	1.86694575
ENSCSAG00000011295	LAMB1	84882	3495	3551	4026	7.120978402	6.996962812	7.24883427	7.122258495
ENSCSAG00000011395	HBP1	36069	246	240	344	1.179530289	1.112888455	1.457586525	1.250001756
ENSCSAG00000002206	NFRKB	31902	131	111	140	0.710168618	0.581941817	0.670687371	0.654265935
ENSCSAG00000009289	AGPAT1	8701	206	217	237	4.094549673	4.171238886	4.162834846	4.142874468
ENSCSAG00000011554	YIPF4	28352	242	235	270	1.476181499	1.386304584	1.455425795	1.43930396
ENSCSAG00000014220	HYAL1	4214	1505	1574	1731	61.76608305	62.47189704	62.77873214	62.33890408
ENSCSAG00000004696	ARMC7	24248	99	101	113	0.706101873	0.696658512	0.712217309	0.704992565
ENSCSAG00000004651	USP47	113041	710	682	971	1.086251653	1.009073686	1.312783904	1.136036414
ENSCSAG00000012754	PDP1	5974	206	207	248	5.963621812	5.795349399	6.344486338	6.034485849
ENSCSAG00000006223	FRA10AC1	32984	129	124	179	0.676385799	0.628771518	0.829391754	0.711516357
ENSCSAG00000016144	MMADHC	20323	318	357	407	2.706122145	2.938021004	3.060670629	2.901604593
ENSCSAG00000013502	SDF2L1	1965	179	232	215	15.75428032	19.7469455	16.72191106	17.40771229
ENSCSAG00000012264	HIBCH	112315	70	72	95	0.107787493	0.107218378	0.129269434	0.114758435
ENSCSAG00000010256	SGSM1	117832	113	121	143	0.165852983	0.17174995	0.185473895	0.174358942
ENSCSAG00000016132	NEFL	6137	31	36	39	0.873602087	0.981117167	0.971221947	0.9419804
ENSCSAG00000004096	AXIN2	33210	15	18	18	0.078114288	0.090652154	0.082834954	0.083867132
ENSCSAG00000008049	NDUFV3	9179	195	247	203	3.674069217	4.500658706	3.379953084	3.851560336
ENSCSAG00000018117	C18orf54	24413	173	144	211	1.225555672	0.986542589	1.320904161	1.177667474
ENSCSAG00000015037	MTHFS	54060	69	76	72	0.220740053	0.235132168	0.203547822	0.219806681
ENSCSAG00000016684	LZTS1	9216	12	15	25	0.225188844	0.272222044	0.414579236	0.303996708
ENSCSAG00000014503	CCDC198	25177	68	75	109	0.467103396	0.498232187	0.661656407	0.542330663
ENSCSAG00000014742	MBLAC2	20074	196	173	201	1.688613449	1.441407179	1.530284367	1.553434998
ENSCSAG00000011578	ORC5	65616	187	228	269	0.492878583	0.581165189	0.62654538	0.56686305
ENSCSAG00000000670	AGRN	33714	6882	7436	7885	35.30307035	36.88957026	35.74385742	35.97883268
ENSCSAG00000019615	SERTAD1	717	168	187	143	40.52268545	43.62113366	30.48083681	38.20821864
ENSCSAG00000009029	AP3M1	20816	290	339	371	2.409399473	2.723810667	2.723871617	2.619027252
ENSCSAG00000014524	ALDH7A1	38094	455	447	511	2.065679367	1.962571297	2.050096606	2.026115757
ENSCSAG00000006902	OTUB1	11548	453	510	551	6.784213694	7.386486326	7.292137139	7.154279053
ENSCSAG00000015391	PRKAR2A	101020	177	195	208	0.303021884	0.322850709	0.314677705	0.313516766
ENSCSAG00000002617	TSTD1	909	20	36	31	3.805171233	6.623890048	5.212040894	5.213700725
ENSCSAG00000002546	TRAPPC4	5046	125	122	118	4.284211072	4.04377592	3.573919491	3.967302161
ENSCSAG00000013905	WDR81	13736	327	349	342	4.117139316	4.249517696	3.805185453	4.057280822
ENSCSAG00000013744	RBM10	33463	504	561	561	2.604796235	2.803964334	2.562170295	2.656976954
ENSCSAG00000018632	JRK	1707	56	70	73	5.673650745	6.858655923	6.535808863	6.35603851
ENSCSAG00000013892	BBS4	32059	90	103	104	0.48551274	0.537355565	0.495784987	0.506217764
ENSCSAG00000010027	ZNF597	10831	46	43	49	0.734509417	0.664009659	0.69141298	0.696644019
ENSCSAG00000012325	ARHGAP21	80290	659	682	816	1.419489058	1.420683754	1.553240495	1.464471102
ENSCSAG00000005689	C11orf49	223523	74	79	78	0.05725555	0.059112506	0.053331327	0.056566461
ENSCSAG00000006502	JOSD1	15223	326	376	423	3.70361168	4.131065632	4.246685741	4.027121018
ENSCSAG00000007565	CCDC91	352861	70	67	63	0.034308559	0.031757451	0.027286441	0.031117484
ENSCSAG00000004263	ZNF821	20303	49	56	69	0.417391843	0.461320028	0.519396334	0.466036068
ENSCSAG00000010972	ANP32B	31524	1434	1508	1588	7.867122721	8.000820371	7.698731672	7.855558255
ENSCSAG00000011992	ABI1	116161	240	280	307	0.357321371	0.403155126	0.403913192	0.388129896
ENSCSAG00000012232	CYP1B1	4663	9	9	11	0.333799119	0.322813428	0.360526567	0.339046371
ENSCSAG00000017990	SLC12A9	14403	259	255	272	3.109960663	2.961158929	2.886196843	2.985772145
ENSCSAG00000004604	HTRA1	56354	415	421	478	1.273595282	1.249487298	1.29632278	1.27313512
ENSCSAG00000014712	RAB29	5154	77	91	102	2.583773284	2.95305459	3.024584774	2.853804216
ENSCSAG00000003429	C11orf54	13782	29	46	40	0.363909878	0.558238883	0.44356549	0.455238084
ENSCSAG00000013453	PEX2	2697	134	98	135	8.592745406	6.077425259	7.650024499	7.440065055
ENSCSAG00000007173	MAMLD1	57945	67	83	94	0.199970958	0.239572311	0.247925895	0.229156388
ENSCSAG00000010671	SLC25A22	4696	509	534	521	18.7455327	19.01899946	16.95585285	18.24012834
ENSCSAG00000011052	TRNT1	23450	75	81	63	0.553129102	0.577719024	0.410589375	0.5138125
ENSCSAG00000012431	THUMPD2	42102	148	129	179	0.607948905	0.51246178	0.649770975	0.590060554
ENSCSAG00000009057	ELAC2	24573	385	423	433	2.709634051	2.879099566	2.693020874	2.76058483
ENSCSAG00000015196	MSL3	18107	216	210	268	2.063076546	1.939756833	2.262029666	2.088287682
ENSCSAG00000007204	PDE4A	46043	45	47	57	0.169027354	0.170729568	0.18920005	0.176318991
ENSCSAG00000013004	CCDC120	6594	76	77	85	1.993300345	1.953063122	1.970062421	1.972141962
ENSCSAG00000012340	POP1	31542	340	375	431	1.864222657	1.988458528	2.088324803	1.98033533
ENSCSAG00000018125	XPO4	41918	365	387	431	1.505914807	1.544133727	1.571399899	1.540482811
ENSCSAG00000008094	DNAJB2	7967	235	254	283	5.101303206	5.332285531	5.428772249	5.287453662
ENSCSAG00000007619	IDNK	22397	94	96	91	0.725848688	0.716895543	0.620957027	0.687900419
ENSCSAG00000001999	KRTCAP2	7951	287	285	283	6.242639207	5.995116182	5.439696706	5.892484032
ENSCSAG00000002656	B4GALT3	6582	201	241	239	5.28136608	6.123978565	5.549451075	5.651598573
ENSCSAG00000008376	HIPK2	211131	252	307	322	0.206422307	0.243198487	0.233084756	0.227568517
ENSCSAG00000014996	DDX27	24821	520	528	558	3.62319878	3.55786238	3.435776685	3.538945948
ENSCSAG00000014845	RTN4IP1	54608	196	207	226	0.620737371	0.633998999	0.632502392	0.629079587
ENSCSAG00000003231	CLASRP	22615	137	147	158	1.047688236	1.087164443	1.067752259	1.067534979
ENSCSAG00000002187	SETD1B	18948	100	109	126	0.912735025	0.962138557	1.016288878	0.96372082
ENSCSAG00000009549	SLC45A4	42015	106	132	94	0.43632449	0.525465323	0.341927074	0.434572296
ENSCSAG00000018746	CEBPB	1035	127	156	152	21.22127452	25.20918155	22.44467091	22.95837566
ENSCSAG00000004721	BTC	26426	76	58	68	0.497382217	0.367088737	0.393266983	0.419245979
ENSCSAG00000005785	TPM4	32066	407	463	466	2.195117203	2.414964217	2.221013163	2.277031528
ENSCSAG00000016032	COBL	205052	114	143	142	0.096149922	0.116639735	0.105836224	0.106208627
ENSCSAG00000010566	GBA2	16450	222	238	244	2.333969436	2.419833875	2.266908172	2.340237161
ENSCSAG00000006666	HECTD2	81492	134	93	137	0.284379256	0.190872108	0.25693046	0.244060608
ENSCSAG00000012807	ARHGEF3	339912	118	115	128	0.060037639	0.056585589	0.05755108	0.058058103
ENSCSAG00000007007	UPK1B	34462	34	29	44	0.170626519	0.140744689	0.195129172	0.16883346
ENSCSAG00000016036	PABPN1	3475	638	628	702	31.75221029	30.22590633	30.87395787	30.9506915
ENSCSAG00000016178	ZNF107	15400	41	38	39	0.460438074	0.41270276	0.387038252	0.420059695
ENSCSAG00000014033	MTO1	37311	176	178	190	0.81580032	0.797916803	0.778263595	0.797326906
ENSCSAG00000000701	GNB1	59583	2589	2778	2950	7.514806056	7.798020501	7.566754676	7.626527077
ENSCSAG00000010764	ING3	29717	116	133	162	0.675089133	0.748550619	0.833143968	0.75226124
ENSCSAG00000007653	MED21	9190	270	253	300	5.081083654	4.604468509	4.989025771	4.891525978
ENSCSAG00000015958	GPD2	152411	236	228	263	0.267795813	0.250203299	0.26372387	0.260574327
ENSCSAG00000003789	KIAA0895L	3796	75	84	83	3.416985627	3.70107239	3.341657172	3.48657173
ENSCSAG00000007659	CHP1	52524	1059	1218	1233	3.486954334	3.878501761	3.587693121	3.651049739
ENSCSAG00000012597	EML4	161245	666	675	795	0.714325354	0.700151484	0.75351322	0.722663352
ENSCSAG00000011605	SNX5	25851	572	565	688	3.826720769	3.655489977	4.067439431	3.849883393
ENSCSAG00000012990	CHDH	8183	91	84	98	1.923255281	1.716885102	1.830305263	1.823481882
ENSCSAG00000014586	IP6K1	26880	671	732	778	4.317191846	4.554663682	4.423441993	4.431765841
ENSCSAG00000016104	RETSAT	12057	108	114	111	1.549146845	1.581394004	1.406998783	1.512513211
ENSCSAG00000011333	TMOD3	78210	193	212	242	0.426779073	0.453365087	0.472893216	0.451012459
ENSCSAG00000000456	ZBTB5	2034	75	91	81	6.377029223	7.482813844	6.086169933	6.648671
ENSCSAG00000017087	FUCA2	19832	43	67	68	0.374981666	0.565044675	0.524025478	0.488017273
ENSCSAG00000019677	MRPL41	414	178	173	203	74.35800916	69.89083986	74.93862163	73.06249022
ENSCSAG00000017707	KPNA3	96376	842	870	977	1.510954152	1.509818883	1.549300533	1.523357856
ENSCSAG00000013307	PLEKHH1	44990	243	269	307	0.934110756	1.000024832	1.042875311	0.992336966
ENSCSAG00000012334	HSDL2	131955	283	250	355	0.370910115	0.316875495	0.411161561	0.366315724
ENSCSAG00000004621	ZBED5	2403	315	301	379	22.67069715	20.95015412	24.10435102	22.57506743
ENSCSAG00000008182	C8orf33	1850	172	208	215	16.07921384	18.80468678	17.7613812	17.54842727
ENSCSAG00000004727	CYP2R1	16186	44	58	78	0.470133537	0.599325774	0.736486975	0.601982095
ENSCSAG00000014657	TOR1A	10258	214	218	230	3.607938873	3.554416336	3.426692588	3.529682599
ENSCSAG00000017437	PDCD6	13793	428	422	459	5.366524608	5.117150758	5.085854756	5.189843374
ENSCSAG00000006444	C19orf53	4002	268	246	256	11.58152642	10.28093279	9.776263192	10.5462408
ENSCSAG00000001968	PBXIP1	12042	229	251	297	3.288856706	3.486178305	3.769361847	3.514798953
ENSCSAG00000009760	KIF26A	39753	101	130	116	0.439399499	0.546950396	0.445962236	0.477437377
ENSCSAG00000013270	PORCN	11850	144	176	161	2.101610522	2.484098513	2.076431122	2.220713386
ENSCSAG00000004638	NSMCE4A	15169	271	254	299	3.089729304	2.800601149	3.012480476	2.967603643
ENSCSAG00000006742	UBL4A	3202	694	823	896	37.48402641	42.98857062	42.76580841	41.07946848
ENSCSAG00000001509	RTCA	25704	408	371	443	2.745159247	2.414057968	2.633983303	2.597733506
ENSCSAG00000003624	GFAP	11226	337	366	402	5.191740243	5.452937812	5.472818168	5.372498741
ENSCSAG00000016653	RNASE4	16223	39	31	49	0.415758877	0.319598714	0.461609689	0.398989093
ENSCSAG00000005705	MADD	55407	526	565	614	1.641833832	1.705525861	1.693611286	1.68032366
ENSCSAG00000015023	PSMC6	22665	553	559	609	4.219660401	4.125062963	4.106497598	4.150406988
ENSCSAG00000002560	BCL9L	33107	744	710	817	3.886522615	3.586848366	3.77148367	3.748284884
ENSCSAG00000009633	STT3B	105063	1635	1682	1945	2.691386389	2.677630777	2.829305293	2.732774153
ENSCSAG00000015782	SH3BP2	22255	136	103	131	1.056864724	0.774076928	0.899608812	0.910183488
ENSCSAG00000003818	CLNS1A	19166	503	517	516	4.538837074	4.511630839	4.114605685	4.388357866
ENSCSAG00000012664	HARS1	16353	430	444	486	4.547567051	4.541089178	4.542017848	4.543558026
ENSCSAG00000016911	SMPD4	26772	732	799	870	4.728662925	4.991607865	4.966477133	4.895582641
ENSCSAG00000001009	SESN2	22870	358	390	405	2.707228756	2.852153793	2.706442861	2.755275137
ENSCSAG00000009682	TRPM5	18603	436	465	474	4.05332657	4.180656294	3.894084395	4.042689086
ENSCSAG00000012374	ARHGAP26	449782	95	119	128	0.036528314	0.044250623	0.043492854	0.04142393
ENSCSAG00000016659	XPO7	38679	778	849	878	3.478663753	3.671190748	3.469199559	3.539684687
ENSCSAG00000011421	HSPE1-MOB4	37749	500	468	649	2.290723364	2.073551848	2.627539475	2.330604896
ENSCSAG00000006531	SLC5A11	53810	10	10	6	0.032139943	0.031082182	0.017041125	0.026754417
ENSCSAG00000017120	FBXO30	14616	164	203	244	1.940543605	2.322961441	2.551357377	2.271620808
ENSCSAG00000006560	EEF1G	12471	5962	6328	6332	82.67967957	84.8671638	77.59783972	81.71489436
ENSCSAG00000002863	KDELR1	9445	1524	1585	1658	27.9055828	28.06737529	26.82826379	27.60040729
ENSCSAG00000017195	C5orf22	25637	302	306	357	2.037266444	1.996313393	2.128193031	2.053924289
ENSCSAG00000016075	ASF1A	19260	263	219	302	2.361606623	1.901788992	2.396407467	2.219934361
ENSCSAG00000012403	IGF2R	136210	969	998	1119	1.230333577	1.225451268	1.255541573	1.237108806
ENSCSAG00000012235	ZNF341	52050	57	74	66	0.189392255	0.237785563	0.193790822	0.206989547
ENSCSAG00000011123	PIK3CB	113506	965	937	1092	1.470335986	1.380687106	1.47032663	1.440449907
ENSCSAG00000013211	LRRCC1	41608	175	171	243	0.727393306	0.687375054	0.892564145	0.769110835
ENSCSAG00000014740	PCMTD1	42748	179	165	228	0.724177993	0.64556896	0.815134079	0.728293677
ENSCSAG00000011285	SMARCB1	41834	624	584	651	2.579664873	2.334844448	2.378272425	2.430927249
ENSCSAG00000013910	FAM83D	26922	436	509	593	2.800833303	3.162168148	3.366335348	3.109778933
ENSCSAG00000005863	FBRS	10113	449	495	536	7.678465303	8.186526821	8.100182175	7.988391433
ENSCSAG00000003391	MRE11	83451	394	351	434	0.816531172	0.703477268	0.794818905	0.771609115
ENSCSAG00000002052	TCTN2	37976	255	265	241	1.161285636	1.167108286	0.969879607	1.09942451
ENSCSAG00000005548	TWNK	6977	350	323	392	8.675757688	7.742982838	8.58672092	8.335153815
ENSCSAG00000015144	UBR3	260156	367	331	412	0.243972182	0.21279854	0.242032325	0.232934349
ENSCSAG00000003573	ELK3	77260	1164	1204	1435	2.60559174	2.606431289	2.838619627	2.683547552
ENSCSAG00000017483	TPP2	84435	808	817	980	1.654995988	1.61835594	1.773836438	1.682396122
ENSCSAG00000007396	RIOK1	28652	350	352	412	2.112619063	2.054765278	2.197618374	2.121667572
ENSCSAG00000003031	NT5C3B	12985	439	437	482	5.846967215	5.628776185	5.673030105	5.716257835
ENSCSAG00000013957	NEO1	251461	759	804	844	0.522010489	0.534761223	0.512958006	0.523243239
ENSCSAG00000019655	ZNF628	3198	102	127	101	5.516070456	6.642013575	4.826729029	5.661604353
ENSCSAG00000003095	ZC3H18	65141	610	646	639	1.619509523	1.658641754	1.499189186	1.592446821
ENSCSAG00000016599	ZNF219	3035	287	308	324	16.35427491	16.97330903	16.31534714	16.54764369
ENSCSAG00000013488	LRRN4	8348	267	264	281	5.531423537	5.289273007	5.144389977	5.321695507
ENSCSAG00000016090	FAM184A	138706	288	319	377	0.359091671	0.384653716	0.415390066	0.386378485
ENSCSAG00000013692	MANBAL	14833	36	51	41	0.419741197	0.575063332	0.422439835	0.472414788
ENSCSAG00000002349	CBX8	5006	192	181	195	6.633129494	6.047309927	5.953245194	6.211228205
ENSCSAG00000015061	ANXA4	47233	3209	3238	3325	11.74984882	11.46583826	10.75860897	11.32476535
ENSCSAG00000005329	REX1BD	3658	113	127	98	5.342479135	5.806768566	4.094419892	5.081222531
ENSCSAG00000011672	RAD52	32139	86	61	92	0.462779576	0.317447545	0.437487322	0.405904814
ENSCSAG00000003858	SLC6A15	52661	243	268	320	0.79804111	0.851177607	0.928690238	0.859302985
ENSCSAG00000016803	C5orf51	17418	746	814	963	7.407107261	7.816289133	8.449636085	7.891010826
ENSCSAG00000004291	NFKBID	11938	55	81	74	0.796781437	1.13482251	0.947349323	0.95965109
ENSCSAG00000016409	ZDHHC3	48607	366	379	391	1.302237989	1.304111996	1.229385096	1.27857836
ENSCSAG00000013095	SLC7A13	16765	41	55	59	0.422949379	0.548698318	0.537846637	0.503164778
ENSCSAG00000015783	TNS3	262146	1718	1750	1827	1.133412548	1.116527208	1.065136619	1.105025459
ENSCSAG00000006559	CYFIP1	77211	1257	1360	1371	2.81555615	2.94601008	2.713740283	2.825102171
ENSCSAG00000010148	MAPK8	37118	409	454	453	1.905666208	2.045718077	1.865192406	1.938858897
ENSCSAG00000014335	DACT1	10723	28	28	29	0.451595721	0.436733215	0.41332502	0.433884652
ENSCSAG00000000618	TSKU	1062	175	197	238	28.49847523	31.02531551	34.25014735	31.25797936
ENSCSAG00000004549	SBF2	517298	279	301	355	0.09327634	0.097319573	0.104881178	0.098492364
ENSCSAG00000005920	VGLL3	45019	173	191	233	0.664596962	0.709597408	0.790988339	0.72172757
ENSCSAG00000015456	PUDP	111465	166	189	177	0.257559551	0.283594485	0.242686015	0.261280017
ENSCSAG00000006045	ILKAP	34894	278	304	349	1.377850606	1.457126727	1.528567685	1.454515006
ENSCSAG00000018071	ECM1	6301	112	110	112	3.074090405	2.919830917	2.71655528	2.903492201
ENSCSAG00000001774	FCAR	15921	108	110	133	1.173171504	1.155571548	1.276707185	1.201816746
ENSCSAG00000008750	ANXA7	36779	804	901	904	3.780630418	4.097315168	3.756457828	3.878134472
ENSCSAG00000004100	ZFC3H1	53660	483	407	641	1.556698672	1.268581104	1.825649343	1.550309706
ENSCSAG00000010612	NPR2	20419	51	69	60	0.431960265	0.565183037	0.449083176	0.482075493
ENSCSAG00000005161	STAT2	18563	258	273	367	2.403696514	2.459738732	3.021536908	2.628324051
ENSCSAG00000009236	DESI2	63643	1296	1340	1521	3.521781848	3.521507782	3.652486125	3.565258585
ENSCSAG00000017488	FAM210A	61691	453	420	467	1.269943748	1.138680747	1.15692465	1.188516381
ENSCSAG00000008310	DERA	127452	345	364	336	0.468145154	0.477671386	0.402904972	0.449573837
ENSCSAG00000017323	CCT5	18752	3989	4423	4537	36.78955497	39.44971249	36.97695876	37.73874207
ENSCSAG00000002496	UBE2Z	17857	383	428	442	3.709354733	4.008757336	3.782890538	3.833667536
ENSCSAG00000007210	SERPINB6	11333	326	341	377	4.974859314	5.032502364	5.084010811	5.030457496
ENSCSAG00000014342	BTG2	1907	13	20	15	1.178964564	1.754097784	1.202127604	1.378396651
ENSCSAG00000003111	MFAP3L	39976	182	180	192	0.787372321	0.753091362	0.734026765	0.758163483
ENSCSAG00000001470	EVI5	275512	106	136	150	0.066538566	0.082560609	0.083207169	0.077435448
ENSCSAG00000015642	SNX6	45217	670	687	787	2.562601937	2.541145248	2.660008297	2.587918494
ENSCSAG00000014105	BCR	136731	288	300	307	0.364278542	0.366968479	0.343147935	0.358131652
ENSCSAG00000009331	SAXO1	22460	17	14	21	0.130902295	0.104254013	0.142895827	0.126017379
ENSCSAG00000016265	NSG1	34408	125	133	130	0.628287871	0.64649729	0.577422798	0.617402653
ENSCSAG00000017580	PSMG3	2831	459	472	454	28.04018719	27.88538382	24.50902233	26.81153111
ENSCSAG00000017260	RETREG1	142468	172	154	205	0.208794576	0.180791451	0.219910789	0.203165605
ENSCSAG00000000827	TMEM51	70144	571	649	614	1.407841206	1.547492903	1.337789697	1.431041269
ENSCSAG00000004605	WTIP	18116	115	117	92	1.097851553	1.080184763	0.776131874	0.98472273
ENSCSAG00000016591	KIAA1143	12665	231	221	245	3.154386302	2.918512629	2.956452421	3.009783784
ENSCSAG00000008705	NCBP2	6380	172	183	221	4.662467962	4.797388706	5.293971499	4.917942722
ENSCSAG00000001159	HIVEP3	192882	93	75	84	0.08338719	0.065034538	0.06655759	0.071659773
ENSCSAG00000013683	LRRC49	162267	68	78	103	0.072474762	0.080396824	0.097010116	0.083293901
ENSCSAG00000013605	GOLGA1	62997	332	359	377	0.911436272	0.953123281	0.914600608	0.92638672
ENSCSAG00000004544	RFWD3	47030	416	436	456	1.529771072	1.55055083	1.481835067	1.52071899
ENSCSAG00000006809	HCFC1	23345	1387	1622	1745	10.27520926	11.62067804	11.4238254	11.1065709
ENSCSAG00000005210	RFXANK	13476	192	189	154	2.464043206	2.345715293	1.746504554	2.185421018
ENSCSAG00000009517	BEX4	1498	235	287	274	27.13089629	32.04384193	27.95430848	29.04301557
ENSCSAG00000009959	SAFB2	36933	743	699	807	3.479223436	3.165461874	3.33940392	3.328029743
ENSCSAG00000002726	GLTP	30258	350	374	364	2.000487851	2.067311312	1.838531898	1.96877702
ENSCSAG00000001016	TAF12	35366	213	209	246	1.041601876	0.988404789	1.063063406	1.031023357
ENSCSAG00000005056	SPTY2D1	27445	431	456	533	2.715952233	2.778920387	2.968068897	2.820980505
ENSCSAG00000006651	SLC35A5	17737	71	77	100	0.692287157	0.726080973	0.861647908	0.760005346
ENSCSAG00000004847	DCK	31637	311	285	344	1.700094987	1.506690545	1.661778562	1.622854698
ENSCSAG00000005754	KRT83	6509	13	21	20	0.345411803	0.539609417	0.469597448	0.451539556
ENSCSAG00000000495	PURA	969	115	149	131	20.52495226	25.71798796	20.66129424	22.30141149
ENSCSAG00000017929	TPGS2	32240	190	225	227	1.019217003	1.167244893	1.076070754	1.087510883
ENSCSAG00000014864	TP53RK	6959	319	389	423	7.927786374	9.34926053	9.289739479	8.855595461
ENSCSAG00000007233	FTCD	20991	69	74	98	0.568491603	0.589621197	0.713514743	0.623875848
ENSCSAG00000007504	DISP2	12015	32	37	40	0.46061099	0.515053623	0.508798966	0.494821193
ENSCSAG00000005296	FTO	238330	95	99	130	0.068937096	0.069475388	0.083363251	0.073925245
ENSCSAG00000004606	CIAO2B	2503	256	306	323	17.68834532	20.44725787	19.7220328	19.28587866
ENSCSAG00000006117	SPATS2	173972	210	213	246	0.208760357	0.204773967	0.216105468	0.209879931
ENSCSAG00000014664	MAPK1IP1L	2924	277	319	357	16.38364364	18.24684623	18.6595365	17.76334212
ENSCSAG00000007895	MAPK7	4307	177	183	189	7.107330104	7.106417446	6.706515557	6.973421036
ENSCSAG00000006011	HDAC4	304862	193	232	215	0.109486887	0.127279713	0.107781735	0.114849445
ENSCSAG00000000385	TLR2	2355	104	128	136	7.637487636	9.090621077	8.825879645	8.517996119
ENSCSAG00000000571	HASPIN	2397	237	257	231	17.09969658	17.93244827	14.72834504	16.58682996
ENSCSAG00000004507	ZRANB1	70592	258	306	295	0.632080383	0.725004058	0.638670025	0.665251489
ENSCSAG00000009045	ADK	562019	78	82	70	0.024002236	0.02440267	0.019035183	0.02248003
ENSCSAG00000005191	ANO3	333116	387	337	373	0.200920183	0.16920333	0.171128894	0.180417469
ENSCSAG00000012758	MISP	14346	619	720	703	7.462217701	8.394139208	7.489184029	7.781846979
ENSCSAG00000012927	TBL1XR1	178683	288	302	358	0.278751584	0.282682032	0.306203249	0.289212289
ENSCSAG00000004856	GRSF1	16392	561	605	642	5.918872819	6.173023448	5.985674367	6.025856878
ENSCSAG00000001448	GBP1	14652	7	7	2	0.082624572	0.079905308	0.020861383	0.061130421
ENSCSAG00000016866	ERI1	31497	512	506	590	2.811310812	2.68692673	2.862811975	2.787016506
ENSCSAG00000016645	ZNF445	8909	85	124	132	1.650053627	2.327915562	2.264409542	2.08079291
ENSCSAG00000006016	ASB1	22109	106	133	129	0.829172439	1.006136811	0.891724327	0.909011192
ENSCSAG00000013225	SNX16	42736	111	110	152	0.449197365	0.430500155	0.543575309	0.474424276
ENSCSAG00000001586	CTTNBP2NL	67057	857	859	998	2.210267278	2.142513372	2.274554908	2.209111853
ENSCSAG00000011511	TNFSF12-TNFSF13	11436	36	36	36	0.544422978	0.526505426	0.481103325	0.517343909
ENSCSAG00000015573	REV3L	186903	610	489	894	0.564445032	0.437589693	0.731023352	0.577686026
ENSCSAG00000017431	TMCO3	51394	412	451	471	1.38641385	1.467704477	1.40061409	1.418244139
ENSCSAG00000012588	KDM5C	34928	500	529	569	2.475736265	2.533124008	2.489708786	2.49952302
ENSCSAG00000007827	SYT17	88621	83	74	111	0.161975578	0.139659207	0.191423978	0.164352921
ENSCSAG00000015551	VAPB	53130	285	335	305	0.927711919	1.054579897	0.877344236	0.953212018
ENSCSAG00000004622	GALNT18	180312	209	215	215	0.200460933	0.199429007	0.182231661	0.194040534
ENSCSAG00000002690	TAGLN	1342	47	29	39	6.056942272	3.614264894	4.441422569	4.704209912
ENSCSAG00000015757	GPSM1	30033	196	168	182	1.128666013	0.935588905	0.926152868	0.996802595
ENSCSAG00000003497	HROB	20474	215	226	237	1.816117124	1.846206338	1.769113314	1.810478925
ENSCSAG00000016251	POLR1A	75192	1002	1103	1184	2.304645742	2.453456561	2.406523294	2.388208532
ENSCSAG00000015237	SURF4	16832	1613	1797	1918	16.57321397	17.85610997	17.41497616	17.28143337
ENSCSAG00000008886	TMBIM1	8609	619	606	706	12.43500699	11.77319707	12.53320078	12.24713495
ENSCSAG00000012624	LAMC2	67927	34	29	45	0.086565447	0.071405236	0.101246515	0.086405733
ENSCSAG00000000983	GPATCH3	4920	106	114	119	3.726051514	3.875379574	3.696509806	3.765980298
ENSCSAG00000017308	DAP	76281	765	758	826	1.734415515	1.661985863	1.654907307	1.683769561
ENSCSAG00000008353	CCS	18556	160	178	187	1.491226838	1.6043907	1.540164988	1.545260842
ENSCSAG00000003113	HPF1	31678	109	103	126	0.59508203	0.543818487	0.607886914	0.582262477
ENSCSAG00000017415	BRD9	25720	715	734	755	4.807764318	4.773089666	4.486276031	4.689043339
ENSCSAG00000010342	STX8	316676	46	51	57	0.025121801	0.026935778	0.027508677	0.026522085
ENSCSAG00000008171	LLGL1	17393	411	495	476	4.086725026	4.759980782	4.182562696	4.343089501
ENSCSAG00000001192	ATP6V0B	3646	218	227	252	10.34065197	10.41318754	10.56316054	10.43900002
ENSCSAG00000013418	ZNF451	82812	290	261	437	0.605637582	0.527134852	0.806488479	0.646420304
ENSCSAG00000014985	CHRNA5	27057	36	41	40	0.230107594	0.253442073	0.225938559	0.236496075
ENSCSAG00000010221	KIAA1671	167499	199	222	254	0.20547025	0.221674253	0.231756275	0.219633593
ENSCSAG00000005386	MPV17L2	2536	89	102	108	6.069443176	6.727061837	6.508553967	6.43501966
ENSCSAG00000006455	GIGYF2	153473	452	480	515	0.509347929	0.523098834	0.512843966	0.51509691
ENSCSAG00000015182	SOS2	119151	367	355	427	0.532692356	0.498316375	0.54769678	0.52623517
ENSCSAG00000002465	PHOSPHO1	2441	42	59	65	2.975703141	4.042580991	4.069636138	3.695973423
